Sample_ID,Completeness,Contamination,WGS_5S,WGS_16S,WGS_23S,WGS_tRNA,Quality_Classification
AG-337-K20,54.72,0,1,1,1,10,Medium
AG-337-K21,77.71,0.11,0,1,0,31,Medium
AG-337-K22,41.38,0,0,0,0,17,Low
AG-337-K23,33.33,0,1,1,1,18,Low
AG-337-L02,45.12,0.17,1,0,1,20,Low
AG-337-L03,45.28,0,1,1,1,20,Low
AG-337-L04,42.61,2.41,0,1,1,16,Low
AG-337-L05,23.48,0,0,0,0,8,Low
AG-337-L06,56.67,0.06,1,1,1,28,Medium
AG-337-L07,0,0,1,1,1,7,Low
AG-337-L09,67.47,0,1,1,1,19,Medium
AG-337-L10,13.79,0,0,0,0,7,Low
AG-337-L11,0,0,0,0,0,0,Low
AG-337-L13,12.07,0,0,0,0,3,Low
AG-337-L14,8.33,0,0,0,0,2,Low
AG-337-L15,78.92,0,1,1,1,35,Medium
AG-337-L16,76.51,0,1,1,1,27,Medium
AG-337-L17,4.17,0,0,0,0,5,Low
AG-337-L18,24.53,0,0,0,0,15,Low
AG-337-L20,28.08,0.37,1,1,1,14,Low
AG-337-L21,40.15,0,0,0,0,11,Low
AG-337-L22,42.83,0,1,1,1,12,Low
AG-337-L23,50.34,0,0,0,0,18,Medium
AG-337-M02,11.32,0,0,0,0,4,Low
AG-337-M03,39.01,0.43,1,1,1,17,Low
AG-337-M04,22.81,0,0,0,0,6,Low
AG-337-M05,12.81,0,1,0,0,3,Low
AG-337-M06,65.78,0,1,1,1,20,Medium
AG-337-M07,61.04,0,1,0,1,18,Medium
AG-337-M09,19.72,0,0,0,0,13,Low
AG-337-M10,50,0,0,0,0,27,Medium
AG-337-M11,60.38,0,1,0,0,25,Medium
AG-337-M13,30.58,0,1,0,1,12,Low
AG-337-M14,35.81,1.75,0,1,1,7,Low
AG-337-M15,73.22,0,1,0,0,29,Medium
AG-337-M16,18.87,0,1,1,1,9,Low
AG-337-M19,15.09,0,0,0,0,3,Low
AG-337-M20,41.44,0,1,1,1,25,Low
AG-337-M21,72.76,0,1,1,1,16,Medium
AG-337-M22,17.71,0,0,0,0,24,Low
AG-337-M23,52.52,0,0,0,0,26,Medium
AG-337-N02,80.76,0,0,0,0,30,Medium
AG-337-N03,18.97,0,1,1,1,13,Low
AG-337-N04,81.1,0,1,0,0,23,Medium
AG-337-N05,6.9,0,0,0,0,5,Low
AG-337-N06,17.24,0,0,0,0,7,Low
AG-337-N07,13.21,0,0,0,0,4,Low
AG-337-N08,73.66,0,0,0,0,21,Medium
AG-337-N09,41.51,0,0,0,0,4,Low
AG-337-N10,28.3,0,0,1,1,12,Low
AG-337-N11,25.86,0,1,1,1,10,Low
AG-337-N13,16.98,0,0,0,0,9,Low
AG-337-N14,39.74,0,0,0,0,15,Low
AG-337-N15,8.24,0,0,0,0,8,Low
AG-337-N16,4.17,0,0,0,0,1,Low
AG-337-N17,62.58,0,1,1,1,16,Medium
AG-337-N19,53.84,0,1,0,1,30,Medium
AG-337-N20,54.38,0,0,0,0,17,Medium
AG-337-N21,80.09,0,1,1,1,34,Medium
AG-337-N23,37.93,0.69,1,0,0,17,Low
AG-337-O02,54.22,0,1,1,1,17,Medium
AG-337-O03,72.54,0.11,0,1,1,18,Medium
AG-337-O04,49.46,0,1,1,2,12,Low
AG-337-O05,77.46,0,0,1,1,29,Medium
AG-337-O06,69.33,0,1,1,1,25,Medium
AG-337-O08,13.79,0,0,0,0,12,Low
AG-337-O09,37.42,0,0,0,1,17,Low
AG-337-O10,30.09,3.61,0,0,0,10,Low
AG-337-O11,36.21,0,0,0,0,8,Low
AG-337-O13,62.49,0,1,1,1,27,Medium
AG-337-O14,22.64,0,0,1,1,4,Low
AG-337-O15,66.81,0.14,1,1,1,28,Medium
AG-337-O16,72.29,0,0,1,1,21,Medium
AG-337-O17,47.86,0.43,1,0,1,30,Low
AG-337-O18,44.83,0,1,1,1,17,Low
AG-337-O19,23.28,0,0,0,0,7,Low
AG-337-O20,40.17,0,0,0,0,18,Low
AG-337-O21,58.18,0.44,1,0,1,29,Medium
AG-337-O22,4.17,0,0,0,0,0,Low
AG-337-O23,51.64,0,1,1,1,27,Medium
AG-337-P01,16.03,0,0,0,0,4,Low
AG-337-P02,46.26,0,0,0,0,25,Low
AG-337-P03,62.38,1.46,2,1,0,24,Medium
AG-337-P04,75.86,0.71,0,0,0,19,Medium
AG-337-P05,69.43,0.03,1,1,1,17,Medium
AG-337-P06,31.03,0,0,0,0,7,Low
AG-337-P07,32.76,0,0,0,0,13,Low
AG-337-P08,13.21,0,0,0,0,5,Low
AG-337-P09,30.36,0,1,0,0,13,Low
AG-337-P10,63.4,0,0,1,0,18,Medium
AG-337-P11,18.87,0,0,0,0,3,Low
AG-337-P13,81.36,0,0,1,1,34,Medium
AG-337-P14,36.79,0,1,1,1,15,Low
AG-337-P15,18.09,0.04,0,0,0,6,Low
AG-337-P16,32.08,0,0,0,0,11,Low
AG-337-P17,20.84,0,0,0,0,7,Low
AG-337-P18,22.04,1.89,0,0,0,14,Low
AG-337-P19,57.89,0,1,1,1,27,Medium
AG-337-P20,57.23,0,0,1,1,31,Medium
AG-337-P21,35.15,0,1,1,1,24,Low
AG-337-P23,41.38,0,1,1,1,16,Low
AG-339-F18,3.24,0,0,0,0,9,Low
AG-339-G14,52.72,0.09,1,1,1,19,Medium
AG-339-L04,32.76,0,0,0,0,19,Low
AG-339-M23,0,0,0,0,0,0,Low
AG-339-N18,54.11,0,0,1,1,17,Medium
AG-339-O17,6.9,0,0,0,0,0,Low
AG-339-P23,0,0,0,0,0,0,Low
AG-341-A02,23.1,0,0,0,0,10,Low
AG-341-B22,8.62,0,0,0,0,4,Low
AG-341-E15,35.64,0,0,0,0,13,Low
AG-341-I22,31.66,0,0,0,0,10,Low
AG-341-J21,0,0,0,0,0,0,Low
AG-341-K02,17.24,3.45,0,1,1,9,Low
AG-341-K05,8.62,0,0,0,0,2,Low
AG-341-L22,12.5,0,0,0,0,6,Low
AG-341-M17,0,0,0,0,0,1,Low
AG-341-M18,0,0,0,0,0,1,Low
AG-341-N05,34.66,0,1,1,1,16,Low
AG-341-O08,0.29,0,0,0,0,0,Low
AG-341-O18,0,0,0,0,0,0,Low
AG-341-O20,10.34,0,0,0,0,0,Low
AG-341-P17,8.33,0,0,0,0,3,Low
AG-341-P21,0,0,0,0,0,0,Low
AG-343-A01,29.85,0,0,1,1,6,Low
AG-343-A03,42.14,1.47,0,0,0,10,Low
AG-343-A04,21.08,0,1,0,0,13,Low
AG-343-A05,49.06,0,1,1,1,14,Low
AG-343-A06,42,0,1,1,1,17,Low
AG-343-A07,43.12,0,1,1,1,16,Low
AG-343-A08,22.41,0,1,1,1,14,Low
AG-343-A10,28.84,0,0,0,0,10,Low
AG-343-A11,27.38,0,0,0,0,9,Low
AG-343-A13,52.54,0,0,0,0,19,Medium
AG-343-A14,10.34,0,1,0,1,6,Low
AG-343-A15,0,0,0,0,0,0,Low
AG-343-A16,34.36,0.16,0,0,0,6,Low
AG-343-A17,8.33,0,0,0,0,3,Low
AG-343-A18,48.72,1.28,0,0,0,26,Low
AG-343-A19,6.9,0,0,0,0,5,Low
AG-343-A20,33.96,0,0,1,1,11,Low
AG-343-A21,42.59,0,0,0,0,12,Low
AG-343-A23,28.37,0,0,0,0,14,Low
AG-343-B02,49.06,0,1,0,0,18,Low
AG-343-B03,0,0,0,0,0,4,Low
AG-343-B04,0,0,0,0,0,5,Low
AG-343-B05,8.33,0,0,0,0,1,Low
AG-343-B06,31.19,0,1,0,1,8,Low
AG-343-B07,53.95,0,1,0,0,22,Medium
AG-343-B08,3.77,0,0,0,0,2,Low
AG-343-B09,15.09,0,0,0,0,8,Low
AG-343-B10,11.32,0,0,1,1,6,Low
AG-343-B11,5.17,0,0,0,0,2,Low
AG-343-B13,57.66,1.28,0,1,0,31,Medium
AG-343-B14,5.42,0.11,0,0,0,1,Low
AG-343-B16,0,0,0,0,0,0,Low
AG-343-B17,35.77,0.85,0,0,0,29,Low
AG-343-B18,36.21,0,0,0,0,17,Low
AG-343-B21,40.56,1.31,0,0,0,17,Low
AG-343-B22,8.33,0,0,0,0,0,Low
AG-343-B23,0,0,0,0,0,3,Low
AG-343-C02,77.11,0,1,1,1,23,Medium
AG-343-C03,72.22,1.28,1,1,1,36,Medium
AG-343-C04,4.17,0,0,0,0,2,Low
AG-343-C05,69.32,0,0,0,0,27,Medium
AG-343-C06,16.38,0,1,0,1,23,Low
AG-343-C07,21.17,0.48,1,0,1,7,Low
AG-343-C08,64.76,0.85,1,1,1,29,Medium
AG-343-C10,81.31,0.55,1,1,1,31,Medium
AG-343-C11,0,0,0,0,0,1,Low
AG-343-C13,7.55,0,0,0,0,2,Low
AG-343-C14,69.7,0,0,1,0,29,Medium
AG-343-C15,41.88,1.34,1,1,1,14,Low
AG-343-C16,38.04,0,0,0,0,17,Low
AG-343-C18,46.36,0,0,0,0,19,Low
AG-343-C19,17.54,0,0,0,0,8,Low
AG-343-C20,0.86,0,0,0,0,0,Low
AG-343-C22,23.21,0,0,0,0,11,Low
AG-343-C23,70.48,0,1,0,0,24,Medium
AG-343-D02,45.73,0,0,0,0,17,Low
AG-343-D03,73.22,1.2,1,1,1,24,Medium
AG-343-D04,82.76,0,1,1,1,31,Medium
AG-343-D05,48.76,0,0,1,1,21,Low
AG-343-D07,0,0,0,0,0,2,Low
AG-343-D08,12.5,0,0,0,0,0,Low
AG-343-D09,4.17,0,0,0,0,3,Low
AG-343-D10,7.67,0,0,0,0,3,Low
AG-343-D11,67.53,0.19,1,1,1,26,Medium
AG-343-D13,44.43,3.23,0,0,0,11,Low
AG-343-D14,5.03,0.94,0,0,0,3,Low
AG-343-D15,78.31,0,1,1,1,30,Medium
AG-343-D16,5.66,0,0,0,0,2,Low
AG-343-D17,14.15,0,0,0,1,6,Low
AG-343-D18,4.17,0,0,0,1,0,Low
AG-343-D19,8.33,0,0,0,0,6,Low
AG-343-D20,25,0,1,0,1,15,Low
AG-343-D21,49.29,0.11,0,1,0,18,Low
AG-343-D22,56.23,0,0,1,1,19,Medium
AG-343-D23,61.24,0,0,0,0,15,Medium
AG-343-E02,0,0,0,0,0,0,Low
AG-343-E03,0,0,0,0,0,0,Low
AG-343-E04,31.03,0,0,1,1,13,Low
AG-343-E05,47.65,0,0,0,1,13,Low
AG-343-E06,22.64,0,0,0,0,1,Low
AG-343-E07,0,0,0,0,0,2,Low
AG-343-E09,59.81,0,1,1,1,26,Medium
AG-343-E10,48.11,0,0,0,0,14,Low
AG-343-E11,36.91,0,0,0,0,6,Low
AG-343-E13,28.3,0,0,0,0,9,Low
AG-343-E14,0,0,0,0,0,0,Low
AG-343-E15,86.81,0,1,1,1,35,Medium
AG-343-E16,31.72,0,0,0,0,19,Low
AG-343-E17,86.75,0,1,1,1,31,Medium
AG-343-E18,26.13,0,0,1,0,14,Low
AG-343-E19,60.49,0,0,1,1,18,Medium
AG-343-E20,7.55,0,0,0,0,3,Low
AG-343-E21,0,0,0,0,0,3,Low
AG-343-E22,17.92,0,0,0,0,6,Low
AG-343-E23,4.17,0,0,0,0,6,Low
AG-343-F02,37.74,0,0,1,1,18,Low
AG-343-F04,37.18,0.8,0,0,0,23,Low
AG-343-F05,31.19,0,0,0,0,9,Low
AG-343-F06,56.52,0,0,0,0,11,Medium
AG-343-F07,69.88,0,0,1,1,19,Medium
AG-343-F08,1.72,0,0,0,0,2,Low
AG-343-F09,24.79,0,0,1,0,11,Low
AG-343-F10,71.43,0,1,1,1,28,Medium
AG-343-F11,4.37,0,0,0,0,12,Low
AG-343-F13,22.41,0,1,1,1,11,Low
AG-343-F14,10.5,0,0,0,0,2,Low
AG-343-F15,15.09,0,0,0,0,8,Low
AG-343-F17,72.53,0.4,1,0,0,30,Medium
AG-343-F18,22.99,0,1,0,1,6,Low
AG-343-F19,63,1.2,1,1,1,22,Medium
AG-343-F20,4.17,0,0,0,0,2,Low
AG-343-F21,0,0,0,0,0,2,Low
AG-343-F23,45.19,0,0,0,0,21,Low
AG-343-G02,11.32,0,1,0,0,8,Low
AG-343-G03,31.83,0.58,1,1,1,6,Low
AG-343-G04,0,0,0,0,0,2,Low
AG-343-G05,60.99,0.6,1,0,1,19,Medium
AG-343-G06,3.77,0,0,0,0,2,Low
AG-343-G08,0,0,1,0,1,3,Low
AG-343-G09,12.5,0,0,0,0,10,Low
AG-343-G10,56.01,0.19,1,1,1,28,Medium
AG-343-G11,39.24,0,1,1,1,22,Low
AG-343-G13,0,0,2,0,1,0,Low
AG-343-G14,43.4,0,0,0,0,13,Low
AG-343-G15,21.35,0.02,0,0,0,14,Low
AG-343-G16,8.33,0,0,0,0,0,Low
AG-343-G17,43.45,0.13,1,1,1,20,Low
AG-343-G18,47.51,0,0,0,0,18,Low
AG-343-G19,32.4,0.84,0,0,0,20,Low
AG-343-G20,5.66,0,0,0,0,3,Low
AG-343-G21,46.31,0,0,0,0,15,Low
AG-343-G22,62.65,0.12,0,1,0,23,Medium
AG-343-G23,56.61,0,0,1,1,20,Medium
AG-343-I02,44.83,0,0,0,0,21,Low
AG-343-I03,45.47,0.48,0,0,0,14,Low
AG-343-I04,2.66,1.22,0,0,0,0,Low
AG-343-I05,31.19,0,0,0,0,5,Low
AG-343-I06,49.06,0,0,1,1,8,Low
AG-343-I07,22.64,0,0,0,0,5,Low
AG-343-I08,62.25,0.85,0,0,0,30,Medium
AG-343-I09,45.67,0,1,0,1,34,Low
AG-343-I10,71.6,0,0,1,0,35,Medium
AG-343-I11,31.71,0.61,1,0,0,8,Low
AG-343-I13,9.29,0,0,0,0,1,Low
AG-343-I14,7.28,0,0,0,0,0,Low
AG-343-I15,57.01,0,1,1,1,20,Medium
AG-343-I16,67.72,0,1,0,0,17,Medium
AG-343-I18,0,0,0,0,0,4,Low
AG-343-I20,20.75,0,1,0,0,2,Low
AG-343-I21,29.25,0,0,0,0,14,Low
AG-343-I22,0,0,0,0,0,2,Low
AG-343-J02,11.32,0,1,0,0,3,Low
AG-343-J03,1.21,0,0,0,0,0,Low
AG-343-J04,0,0,0,0,0,4,Low
AG-343-J05,15.03,1.2,0,0,0,0,Low
AG-343-J07,60.4,0,1,1,1,32,Medium
AG-343-J08,22.64,0,0,0,0,6,Low
AG-343-J09,12.5,0,0,0,0,8,Low
AG-343-J10,65.15,0,1,0,1,28,Medium
AG-343-J11,56.9,0,1,1,1,21,Medium
AG-343-J13,42.57,0,0,0,1,13,Low
AG-343-J14,20.75,0,0,1,1,13,Low
AG-343-J15,13.72,1.89,0,0,0,7,Low
AG-343-J16,2.24,0,0,0,0,2,Low
AG-343-J17,26.59,0,0,0,0,6,Low
AG-343-J18,0,0,0,0,0,0,Low
AG-343-J20,58.27,0,1,0,0,20,Medium
AG-343-J21,20.93,0,1,0,0,2,Low
AG-343-J22,65.44,0,1,1,1,20,Medium
AG-343-K02,86.86,1.2,1,1,1,29,Medium
AG-343-K03,65.21,0.74,0,0,0,27,Medium
AG-343-K04,37.74,0,1,0,1,13,Low
AG-343-K06,20.75,0,0,0,0,6,Low
AG-343-K07,7.58,0,0,0,0,1,Low
AG-343-K08,24.53,1.89,0,1,1,4,Low
AG-343-K09,13.21,0,0,0,0,3,Low
AG-343-K10,20.01,0,0,0,0,6,Low
AG-343-K11,47.34,0,0,0,0,16,Low
AG-343-K13,35.64,0.84,0,1,0,15,Low
AG-343-K14,0,0,1,1,1,3,Low
AG-343-K15,4.17,0,0,1,1,4,Low
AG-343-K16,62.14,0,1,1,1,27,Medium
AG-343-K17,21.82,0,0,1,0,16,Low
AG-343-K18,29.82,0,1,1,1,10,Low
AG-343-K21,49.8,0,0,0,0,20,Low
AG-343-K22,64.92,0,1,1,1,23,Medium
AG-343-K23,6.9,0,0,0,0,1,Low
AG-343-L02,64.98,0.47,1,1,1,27,Medium
AG-343-L03,39.66,1.72,0,0,0,17,Low
AG-343-L04,43.15,0,0,0,0,18,Low
AG-343-L05,61.57,0,1,1,1,32,Medium
AG-343-L07,0,0,0,0,0,1,Low
AG-343-L08,55.17,0,1,0,1,22,Medium
AG-343-L09,41.17,0.04,0,1,1,15,Low
AG-343-L10,48.28,1.72,0,0,0,21,Low
AG-343-L11,61.69,1.28,1,1,1,28,Medium
AG-343-L13,7.55,0,1,0,0,8,Low
AG-343-L14,42.32,0,1,1,1,17,Low
AG-343-L15,0,0,0,0,0,1,Low
AG-343-L16,31.03,0,0,0,0,10,Low
AG-343-L17,40.36,0,1,1,1,17,Low
AG-343-L18,51.89,0,1,1,1,14,Medium
AG-343-L19,0,0,0,0,0,3,Low
AG-343-L22,39.21,0.22,0,0,0,10,Low
AG-343-L23,37.02,0,0,0,0,7,Low
AG-343-M02,0,0,0,0,0,0,Low
AG-343-M03,22.64,0,1,1,1,13,Low
AG-343-M04,2.18,0,0,0,0,0,Low
AG-343-M05,60.2,0,1,1,1,26,Medium
AG-343-M06,26.42,0,0,0,0,6,Low
AG-343-M07,13.21,0,0,0,0,2,Low
AG-343-M08,9.4,0,0,0,0,5,Low
AG-343-M09,15.66,0,0,0,0,8,Low
AG-343-M11,76.7,0.32,1,1,1,23,Medium
AG-343-M13,14.15,0,0,0,0,4,Low
AG-343-M14,35.85,0,0,0,0,3,Low
AG-343-M15,0,0,0,0,0,1,Low
AG-343-M16,46.76,0.95,0,0,1,13,Low
AG-343-M17,4.17,0,0,0,0,2,Low
AG-343-M18,28.47,0,0,0,0,12,Low
AG-343-M19,71.06,0,0,0,1,34,Medium
AG-343-M20,45.38,0,0,0,0,13,Low
AG-343-M22,41.51,0,0,1,1,7,Low
AG-343-M23,2.57,0,0,0,0,0,Low
AG-343-N02,54.07,0,0,1,0,25,Medium
AG-343-N04,1.72,0,0,0,0,2,Low
AG-343-N05,12.5,0,0,0,0,3,Low
AG-343-N06,16.11,0,0,0,0,9,Low
AG-343-N07,59.04,2.52,0,1,1,17,Medium
AG-343-N08,0,0,0,0,0,4,Low
AG-343-N09,46.87,0,0,1,0,24,Low
AG-343-N10,48.69,0,1,1,1,26,Low
AG-343-N11,13.21,0,0,0,1,11,Low
AG-343-N14,1.87,0,0,0,0,0,Low
AG-343-N15,55.66,0,1,1,1,19,Medium
AG-343-N17,58.43,0,0,0,0,11,Medium
AG-343-N18,3.77,0,0,0,0,2,Low
AG-343-N19,66.08,0,1,1,1,22,Medium
AG-343-N20,0,0,0,0,0,4,Low
AG-343-N21,45.28,0,1,1,1,17,Low
AG-343-N22,18.99,0,1,0,1,7,Low
AG-343-N23,10.84,0,0,0,0,3,Low
AG-343-O02,22.96,0,0,0,0,11,Low
AG-343-O03,51.08,0,0,0,0,23,Medium
AG-343-O04,76.92,0.43,1,1,1,40,Medium
AG-343-O05,66.3,0,1,1,1,24,Medium
AG-343-O06,2.89,1.85,0,0,0,4,Low
AG-343-O07,46.79,0,0,0,0,17,Low
AG-343-O08,18.97,0,1,0,1,7,Low
AG-343-O09,20.75,0,0,1,1,8,Low
AG-343-O10,9.43,0,0,0,0,1,Low
AG-343-O11,42.56,0,1,0,0,10,Low
AG-343-O13,8.33,0,1,0,0,3,Low
AG-343-O14,20.83,0,0,0,0,9,Low
AG-343-O15,64.24,0,0,1,0,18,Medium
AG-343-O17,69.88,0,1,1,1,25,Medium
AG-343-O18,45.18,0,1,0,0,15,Low
AG-343-O19,0,0,0,0,0,3,Low
AG-343-O20,0,0,0,0,0,0,Low
AG-343-O21,51.83,1.22,1,1,1,22,Medium
AG-343-O22,0.58,0,0,0,0,1,Low
AG-343-O23,34.64,0,1,1,1,14,Low
AG-343-P01,16.98,0,0,0,0,3,Low
AG-343-P02,13.21,0,1,1,1,2,Low
AG-343-P05,17.24,0,0,0,0,8,Low
AG-343-P06,0,0,0,0,0,0,Low
AG-343-P07,0,0,0,0,0,0,Low
AG-343-P08,16.98,0,0,0,0,3,Low
AG-343-P09,38.71,0,1,1,1,11,Low
AG-343-P10,0,0,0,0,0,0,Low
AG-343-P11,10.34,0,0,0,0,3,Low
AG-343-P13,13.79,0,0,0,0,8,Low
AG-343-P14,40.91,0,0,1,0,8,Low
AG-343-P15,4.17,4.17,0,0,0,4,Low
AG-343-P16,0,0,0,0,0,0,Low
AG-343-P17,22.57,0,0,0,0,7,Low
AG-343-P18,6.52,3.77,0,0,0,2,Low
AG-343-P19,50.46,0.7,1,0,1,23,Medium
AG-343-P20,68.87,0,1,1,1,27,Medium
AG-343-P21,51.73,0,1,1,1,23,Medium
AG-343-P23,39.62,0,1,0,0,9,Low
AG-345-A04,0,0,0,0,0,0,Low
AG-345-A23,0,0,0,0,0,1,Low
AG-345-F03,36.14,0,1,0,0,14,Low
AG-345-F14,0,0,0,0,0,0,Low
AG-345-F21,82.78,0,1,1,1,29,Medium
AG-345-F22,0,0,0,0,0,0,Low
AG-345-G23,0,0,0,0,0,0,Low
AG-345-I07,0,0,0,0,0,0,Low
AG-345-I14,0,0,1,0,1,0,Low
AG-345-J02,0,0,0,0,0,0,Low
AG-345-J16,0,0,0,0,0,2,Low
AG-345-K09,3.45,0,0,0,0,2,Low
AG-345-L07,42.02,0,1,0,1,14,Low
AG-345-M19,3.97,0.34,0,0,0,1,Low
AG-345-N06,0,0,0,0,0,5,Low
AG-345-O09,77.59,0,0,1,1,29,Medium
AG-345-P13,4.94,0.27,0,0,0,1,Low
AG-345-P15,0,0,0,0,0,0,Low
AG-347-B08,91.53,0,1,1,1,21,High
AG-347-B23,93.93,0,1,1,1,27,High
AG-347-C10,92.07,0,0,1,1,25,Medium
AG-347-E03,90.49,0.27,0,1,1,30,Medium
AG-347-E23,48.69,0,1,1,1,36,Low
AG-347-G18,47.28,0,1,0,1,40,Low
AG-347-G20,74.67,0.14,0,1,1,33,Medium
AG-347-G22,75.07,0.27,0,0,0,28,Medium
AG-347-I04,86.01,0,1,1,1,38,Medium
AG-347-I06,90.22,0,1,1,1,36,High
AG-347-I15,95.03,0,0,1,1,35,Medium
AG-347-I19,89.4,0,1,1,1,33,Medium
AG-347-I21,79.98,0.27,1,0,1,38,Medium
AG-347-I22,90.04,0,1,1,1,27,High
AG-347-I23,93.75,0,0,1,1,21,Medium
AG-347-J05,86.96,0.27,0,1,0,17,Medium
AG-347-J06,93.34,0,1,1,1,29,High
AG-347-J14,93.21,0,1,1,1,36,High
AG-347-J19,64.31,0,1,1,1,38,Medium
AG-347-J20,61.94,0,1,1,1,35,Medium
AG-347-J21,43.29,0,1,0,1,32,Low
AG-347-J22,86.85,0,0,1,1,34,Medium
AG-347-J23,91.17,0,1,1,1,32,High
AG-347-K02,93.75,0,0,1,0,32,Medium
AG-347-K10,90.67,0,1,1,1,30,High
AG-347-K15,92.84,0,1,1,1,34,High
AG-347-K16,89.27,0,1,1,1,39,Medium
AG-347-K17,79.17,0,1,1,1,38,Medium
AG-347-K18,89.09,0.27,0,0,1,36,Medium
AG-347-K19,85.64,0,1,1,1,35,Medium
AG-347-K20,76.13,0,1,1,1,39,Medium
AG-347-K21,94.47,0,0,1,1,25,Medium
AG-347-K22,56.9,0,0,0,0,18,Medium
AG-347-K23,53.12,0,1,1,1,22,Medium
AG-347-L02,94.2,0,1,1,1,40,High
AG-347-L13,61.87,0,1,1,1,19,Medium
AG-347-L17,93.8,0,1,1,1,41,High
AG-347-L19,82.52,0.27,1,1,1,34,Medium
AG-347-L20,95.24,0,1,1,1,41,High
AG-347-L21,81.95,0,0,1,1,31,Medium
AG-347-M08,91.53,0,1,1,1,35,High
AG-347-M15,84.38,0,1,1,1,35,Medium
AG-347-M18,85.78,0,1,1,1,31,Medium
AG-347-M23,89.58,0,1,1,1,32,Medium
AG-347-N19,87.77,0,1,1,1,34,Medium
AG-347-N23,64.4,0.27,1,1,1,24,Medium
AG-347-O22,86.91,0,1,1,1,38,Medium
AG-349-A01,55.03,0,1,1,1,31,Medium
AG-349-A02,73.22,0,0,0,0,19,Medium
AG-349-A03,4.45,0.5,0,0,0,14,Low
AG-349-A04,29.81,0,0,0,0,10,Low
AG-349-A05,50.9,0,0,0,0,19,Medium
AG-349-A06,38.38,0,1,0,1,14,Low
AG-349-A08,83.45,0,1,0,0,27,Medium
AG-349-A09,18.97,0,1,1,1,10,Low
AG-349-A11,12.41,0,0,0,0,4,Low
AG-349-A13,20.72,0,0,0,0,5,Low
AG-349-A14,55.1,1.11,0,0,0,21,Medium
AG-349-A16,31.38,1.72,0,0,0,9,Low
AG-349-A18,35.18,0,0,0,0,14,Low
AG-349-A19,59.1,0,1,0,1,19,Medium
AG-349-A20,17.24,0,0,0,0,5,Low
AG-349-A22,47.17,0,0,0,0,23,Low
AG-349-A23,50.95,0,1,1,1,23,Medium
AG-349-B02,44.09,0.14,0,0,0,14,Low
AG-349-B03,53.99,0.14,0,0,0,22,Medium
AG-349-B04,33.1,0,0,0,0,9,Low
AG-349-B06,9.43,0,0,0,0,2,Low
AG-349-B07,37.33,0,0,0,0,9,Low
AG-349-B10,19.38,0.14,0,0,0,4,Low
AG-349-B11,23.92,0,0,0,0,11,Low
AG-349-B13,43.74,0,1,1,1,15,Low
AG-349-B14,30.34,0,0,0,0,14,Low
AG-349-B16,66.53,0.27,1,1,1,27,Medium
AG-349-B17,44.83,0,0,0,0,15,Low
AG-349-B18,50,0,0,0,0,13,Medium
AG-349-B19,52.52,0,1,0,1,16,Medium
AG-349-B21,47.07,0.37,1,1,1,23,Low
AG-349-C02,70.94,0.43,1,1,1,36,Medium
AG-349-C03,62.05,0,1,1,1,36,Medium
AG-349-C04,79.75,0,1,1,1,28,Medium
AG-349-C06,74.68,0,1,1,1,23,Medium
AG-349-C08,60.52,0,1,1,1,26,Medium
AG-349-C09,10.72,0.34,0,0,0,2,Low
AG-349-C10,73.68,0,0,0,0,26,Medium
AG-349-C11,86.56,0,0,1,1,30,Medium
AG-349-C13,84.51,0,0,1,1,38,Medium
AG-349-C14,61.93,0,0,0,0,25,Medium
AG-349-C15,37.65,0,0,1,0,14,Low
AG-349-C16,73.88,0,0,0,0,27,Medium
AG-349-C17,34.23,0.43,1,1,1,27,Low
AG-349-C18,23.49,0,1,0,0,11,Low
AG-349-C19,30.17,0,0,0,0,14,Low
AG-349-C21,26.42,0,0,1,1,15,Low
AG-349-C22,8.33,0,0,0,0,4,Low
AG-349-C23,8.49,1.89,0,0,0,1,Low
AG-349-D02,18.49,0,1,1,1,14,Low
AG-349-D03,53.48,0.29,1,0,0,16,Medium
AG-349-D06,37.74,0,1,1,1,14,Low
AG-349-D08,89.76,0,1,1,1,28,Medium
AG-349-D09,44.05,0.27,0,0,0,16,Low
AG-349-D10,0,0,0,0,0,0,Low
AG-349-D11,50.05,0.54,1,1,1,24,Medium
AG-349-D13,30.19,0,0,0,0,9,Low
AG-349-D14,74.82,0,1,1,1,27,Medium
AG-349-D16,52.83,0,1,0,1,19,Medium
AG-349-D17,36.19,0,1,0,0,8,Low
AG-349-D18,12.07,0,1,0,1,11,Low
AG-349-D19,83.03,0,1,1,1,28,Medium
AG-349-D20,33.54,0,0,0,0,12,Low
AG-349-D22,22.48,0,0,0,0,4,Low
AG-349-D23,0,0,0,0,0,2,Low
AG-349-E02,32.6,0.27,0,0,0,11,Low
AG-349-E03,40.19,0,1,1,1,19,Low
AG-349-E04,33.62,0,0,0,0,18,Low
AG-349-E06,24.53,0,0,0,0,6,Low
AG-349-E07,68.38,0.85,0,0,0,39,Medium
AG-349-E10,59.43,0,1,1,1,22,Medium
AG-349-E11,53.8,0,0,0,0,17,Medium
AG-349-E14,67.03,1.1,0,0,0,25,Medium
AG-349-E15,60.68,1.3,1,1,1,28,Medium
AG-349-E16,42.03,0,0,0,0,21,Low
AG-349-E17,61.14,0.35,1,1,1,33,Medium
AG-349-E18,18.97,0,1,1,1,10,Low
AG-349-E20,79.92,0,1,1,1,25,Medium
